xflr5 v6.39

Plane name :, aquilai
Polar name :, T1-40.0 m/s-VLM1-proj_area
Freestream speed :, 40.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -2.500,     0.000,   0.426067,   0.003383,   0.006104,   0.009487,  -0.000000,   0.000000,  -0.097662,   0.000000,   0.000000,   40.0000,    4.6424
   -2.250,     0.000,   0.450163,   0.003610,   0.006042,   0.009652,  -0.000000,   0.000000,  -0.090582,   0.000000,   0.000000,   40.0000,    4.6027
   -2.000,     0.000,   0.474248,   0.003849,   0.005956,   0.009805,  -0.000000,   0.000000,  -0.083487,   0.000000,   0.000000,   40.0000,    4.5669
   -1.750,     0.000,   0.498322,   0.004099,   0.005861,   0.009960,  -0.000000,   0.000000,  -0.076379,   0.000000,   0.000000,   40.0000,    4.5347
   -1.500,     0.000,   0.522384,   0.004362,   0.005788,   0.010150,  -0.000000,   0.000000,  -0.069255,   0.000000,   0.000000,   40.0000,    4.5054
   -1.250,     0.000,   0.546434,   0.004637,   0.005744,   0.010381,  -0.000000,   0.000000,  -0.062114,   0.000000,   0.000000,   40.0000,    4.4787
   -1.000,     0.000,   0.570471,   0.004924,   0.005704,   0.010628,  -0.000000,   0.000000,  -0.054961,   0.000000,   0.000000,   40.0000,    4.4543
   -0.750,     0.000,   0.594494,   0.005222,   0.005680,   0.010903,  -0.000000,   0.000000,  -0.047793,   0.000000,   0.000000,   40.0000,    4.4319
   -0.500,     0.000,   0.618503,   0.005533,   0.005658,   0.011190,  -0.000000,   0.000000,  -0.040614,   0.000000,   0.000000,   40.0000,    4.4113
   -0.250,     0.000,   0.642497,   0.005855,   0.005617,   0.011472,  -0.000000,   0.000000,  -0.033425,   0.000000,   0.000000,   40.0000,    4.3922
    0.000,     0.000,   0.666475,   0.006189,   0.005573,   0.011762,  -0.000000,   0.000000,  -0.026225,   0.000000,   0.000000,   40.0000,    4.3745
    0.250,     0.000,   0.690438,   0.006535,   0.005549,   0.012084,  -0.000000,   0.000000,  -0.019013,   0.000000,   0.000000,   40.0000,    4.3581
    0.500,     0.000,   0.714383,   0.006892,   0.005539,   0.012431,  -0.000000,   0.000000,  -0.011791,   0.000000,   0.000000,   40.0000,    4.3428
    0.750,     0.000,   0.738312,   0.007261,   0.005531,   0.012792,  -0.000000,   0.000000,  -0.004559,   0.000000,   0.000000,   40.0000,    4.3285
    1.000,     0.000,   0.762222,   0.007641,   0.005529,   0.013171,  -0.000000,   0.000000,   0.002683,   0.000000,   0.000000,   40.0000,    4.3151
    1.250,     0.000,   0.786114,   0.008033,   0.005526,   0.013559,  -0.000000,   0.000000,   0.009932,   0.000000,   0.000000,   40.0000,    4.3026
    1.500,     0.000,   0.809987,   0.008437,   0.005517,   0.013954,  -0.000000,   0.000000,   0.017189,   0.000000,   0.000000,   40.0000,    4.2908
    1.750,     0.000,   0.833840,   0.008852,   0.005505,   0.014357,  -0.000000,   0.000000,   0.024452,   0.000000,   0.000000,   40.0000,    4.2797
    2.000,     0.000,   0.857672,   0.009278,   0.005474,   0.014752,  -0.000000,   0.000000,   0.031720,   0.000000,   0.000000,   40.0000,    4.2693
    2.250,     0.000,   0.881484,   0.009715,   0.005441,   0.015155,  -0.000000,   0.000000,   0.038994,   0.000000,   0.000000,   40.0000,    4.2594
    2.500,     0.000,   0.905274,   0.010163,   0.005478,   0.015641,  -0.000000,   0.000000,   0.046277,   0.000000,   0.000000,   40.0000,    4.2501
    2.750,     0.000,   0.929042,   0.010623,   0.005543,   0.016166,  -0.000000,   0.000000,   0.053566,   0.000000,   0.000000,   40.0000,    4.2413
    3.000,     0.000,   0.952787,   0.011094,   0.005657,   0.016751,  -0.000000,   0.000000,   0.060863,   0.000000,   0.000000,   40.0000,    4.2329
    3.250,     0.000,   0.976509,   0.011575,   0.005799,   0.017374,  -0.000000,   0.000000,   0.068165,   0.000000,   0.000000,   40.0000,    4.2250
    3.500,     0.000,   1.000207,   0.012067,   0.005936,   0.018003,  -0.000000,   0.000000,   0.075469,   0.000000,   0.000000,   40.0000,    4.2175
    3.750,     0.000,   1.023880,   0.012571,   0.006070,   0.018641,  -0.000000,   0.000000,   0.082776,   0.000000,   0.000000,   40.0000,    4.2103
    4.000,     0.000,   1.047528,   0.013084,   0.006208,   0.019292,  -0.000000,   0.000000,   0.090085,   0.000000,   0.000000,   40.0000,    4.2035
    4.250,     0.000,   1.071151,   0.013609,   0.006350,   0.019959,  -0.000000,   0.000000,   0.097394,   0.000000,   0.000000,   40.0000,    4.1970
    4.500,     0.000,   1.094747,   0.014144,   0.006478,   0.020622,  -0.000000,   0.000000,   0.104703,   0.000000,   0.000000,   40.0000,    4.1908
    4.750,     0.000,   1.118316,   0.014689,   0.006597,   0.021286,  -0.000000,   0.000000,   0.112012,   0.000000,   0.000000,   40.0000,    4.1849
    5.000,     0.000,   1.141857,   0.015245,   0.006804,   0.022049,  -0.000000,   0.000000,   0.119323,   0.000000,   0.000000,   40.0000,    4.1793
    5.250,     0.000,   1.165371,   0.015811,   0.007053,   0.022864,  -0.000000,   0.000000,   0.126635,   0.000000,   0.000000,   40.0000,    4.1739
    5.500,     0.000,   1.188856,   0.016387,   0.007357,   0.023744,  -0.000000,   0.000000,   0.133946,   0.000000,   0.000000,   40.0000,    4.1688
