xflr5 v6.39

Plane name :, aquilai
Polar name :, T1-30.0 m/s-VLM1-proj_area
Freestream speed :, 30.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -2.500,     0.000,   0.426067,   0.003383,   0.006045,   0.009428,  -0.000000,   0.000000,  -0.097692,   0.000000,   0.000000,   30.0000,    4.6424
   -2.250,     0.000,   0.450163,   0.003610,   0.005887,   0.009497,  -0.000000,   0.000000,  -0.090617,   0.000000,   0.000000,   30.0000,    4.6027
   -2.000,     0.000,   0.474248,   0.003849,   0.005797,   0.009646,  -0.000000,   0.000000,  -0.083523,   0.000000,   0.000000,   30.0000,    4.5669
   -1.750,     0.000,   0.498322,   0.004099,   0.005725,   0.009825,  -0.000000,   0.000000,  -0.076411,   0.000000,   0.000000,   30.0000,    4.5347
   -1.500,     0.000,   0.522384,   0.004362,   0.005666,   0.010028,  -0.000000,   0.000000,  -0.069283,   0.000000,   0.000000,   30.0000,    4.5054
   -1.250,     0.000,   0.546434,   0.004637,   0.005617,   0.010254,  -0.000000,   0.000000,  -0.062142,   0.000000,   0.000000,   30.0000,    4.4787
   -1.000,     0.000,   0.570471,   0.004924,   0.005570,   0.010494,  -0.000000,   0.000000,  -0.054987,   0.000000,   0.000000,   30.0000,    4.4543
   -0.750,     0.000,   0.594494,   0.005222,   0.005525,   0.010748,  -0.000000,   0.000000,  -0.047819,   0.000000,   0.000000,   30.0000,    4.4319
   -0.500,     0.000,   0.618503,   0.005533,   0.005480,   0.011013,  -0.000000,   0.000000,  -0.040640,   0.000000,   0.000000,   30.0000,    4.4113
   -0.250,     0.000,   0.642497,   0.005855,   0.005416,   0.011271,  -0.000000,   0.000000,  -0.033451,   0.000000,   0.000000,   30.0000,    4.3922
    0.000,     0.000,   0.666475,   0.006189,   0.005349,   0.011538,  -0.000000,   0.000000,  -0.026252,   0.000000,   0.000000,   30.0000,    4.3745
    0.250,     0.000,   0.690438,   0.006535,   0.005308,   0.011842,  -0.000000,   0.000000,  -0.019040,   0.000000,   0.000000,   30.0000,    4.3581
    0.500,     0.000,   0.714383,   0.006892,   0.005280,   0.012172,  -0.000000,   0.000000,  -0.011817,   0.000000,   0.000000,   30.0000,    4.3428
    0.750,     0.000,   0.738312,   0.007261,   0.005242,   0.012503,  -0.000000,   0.000000,  -0.004586,   0.000000,   0.000000,   30.0000,    4.3285
    1.000,     0.000,   0.762222,   0.007641,   0.005192,   0.012833,  -0.000000,   0.000000,   0.002652,   0.000000,   0.000000,   30.0000,    4.3151
    1.250,     0.000,   0.786114,   0.008033,   0.005140,   0.013174,  -0.000000,   0.000000,   0.009899,   0.000000,   0.000000,   30.0000,    4.3026
    1.500,     0.000,   0.809987,   0.008437,   0.005089,   0.013526,  -0.000000,   0.000000,   0.017153,   0.000000,   0.000000,   30.0000,    4.2908
    1.750,     0.000,   0.833840,   0.008852,   0.005039,   0.013890,  -0.000000,   0.000000,   0.024414,   0.000000,   0.000000,   30.0000,    4.2797
    2.000,     0.000,   0.857672,   0.009278,   0.005000,   0.014277,  -0.000000,   0.000000,   0.031682,   0.000000,   0.000000,   30.0000,    4.2693
    2.250,     0.000,   0.881484,   0.009715,   0.004966,   0.014681,  -0.000000,   0.000000,   0.038957,   0.000000,   0.000000,   30.0000,    4.2594
    2.500,     0.000,   0.905274,   0.010163,   0.005004,   0.015167,  -0.000000,   0.000000,   0.046241,   0.000000,   0.000000,   30.0000,    4.2501
    2.750,     0.000,   0.929042,   0.010623,   0.005066,   0.015689,  -0.000000,   0.000000,   0.053531,   0.000000,   0.000000,   30.0000,    4.2413
    3.000,     0.000,   0.952787,   0.011094,   0.005162,   0.016255,  -0.000000,   0.000000,   0.060828,   0.000000,   0.000000,   30.0000,    4.2329
