time,flux,t,zenith,azimuth,sn1,sn2,sn3,sun_h
0.0,157.6649999999748,17830.0,89.82600000000001,61.04,0.8749539202479327,0.48419666962312397,0.003036868230496388,0.47999999999992327
8.0,283.79699999999497,17838.0,89.82600000000001,61.04,0.8749539202479327,0.48419666962312397,0.003036868230496388,0.8639999999999847
16.0,409.92900000001515,17846.0,89.82600000000001,61.04,0.8749539202479327,0.48419666962312397,0.003036868230496388,1.248000000000046
24.0,536.0609999999849,17854.0,89.82600000000001,61.04,0.8749539202479327,0.48419666962312397,0.003036868230496388,1.631999999999954
32.0,662.1930000000051,17862.0,89.82600000000001,61.04,0.8749539202479327,0.48419666962312397,0.003036868230496388,2.016000000000015
40.0,788.3249999999748,17870.0,89.82600000000001,61.04,0.8749539202479327,0.48419666962312397,0.003036868230496388,2.399999999999923
48.0,914.456999999995,17878.0,89.82600000000001,61.04,0.8749539202479327,0.48419666962312397,0.003036868230496388,2.7839999999999847
56.0,947.5730000000003,17886.0,89.8082,61.054,0.8750713378648813,0.4839823836206183,0.003347535253217851,3.1820000000000483
64.0,949.6836666666665,17894.0,89.78446666666667,61.07266666666666,0.8752276816476546,0.48369655204334067,0.0037617574424169803,3.5846666666666183
72.0,951.7943333333335,17902.0,89.76073333333333,61.09133333333333,0.875383781867213,0.4834105870203535,0.004175978986165751,3.9873333333333494
80.0,953.9049999999996,17910.0,89.73700000000001,61.10999999999999,0.8755396384264472,0.4831244887291052,0.00459019981339068,4.38999999999992
88.0,956.0156666666667,17918.0,89.71326666666667,61.12866666666667,0.8756952512283797,0.48283825734711605,0.005004419853019294,4.79266666666665
96.0,958.1263333333336,17926.0,89.68953333333333,61.147333333333336,0.8758506201761641,0.48255189305197843,0.005418639033978589,5.195333333333382
104.0,960.2369999999997,17934.0,89.6658,61.166,0.8760057451730866,0.4822653960213565,0.00583285728519571,5.597999999999952
112.0,962.2973333333334,17942.0,89.6421,61.184666666666665,0.8761606293067972,0.4819787681846422,0.00624649277053238,6.004000000000017
120.0,964.2066666666664,17950.0,89.6185,61.203333333333326,0.8763152799050974,0.48169201379654464,0.006658381896538201,6.419999999999917
128.0,966.116,17958.0,89.5949,61.222,0.8764696879531142,0.48140512812288627,0.00707026989288462,6.835999999999983
136.0,968.0253333333336,17966.0,89.5713,61.24066666666667,0.8766238533555524,0.4811181113399639,0.007482156689691059,7.25200000000005
144.0,969.9346666666664,17974.0,89.5477,61.25933333333333,0.8767777760172482,0.4808309636241443,0.007894042217076921,7.6679999999999495
152.0,971.844,17982.0,89.5241,61.278,0.8769314558431678,0.48054368515186463,0.008305926405161824,8.084000000000017
160.0,973.753333333333,17990.0,89.5005,61.29666666666666,0.8770848927384075,0.4802562760996324,0.008717809184065615,8.499999999999917
168.0,975.6626666666666,17998.0,89.4769,61.315333333333335,0.8772380866081948,0.47996873664402484,0.0091296904839086,8.915999999999983
176.0,977.4450000000002,18006.0,89.4532,61.335,0.8773993946247369,0.47966574553714636,0.009543315484597591,9.33900000000005
184.0,979.1849999999998,18014.0,89.42946666666667,61.355,0.8775632315632357,0.4793575099983219,0.009957520599996017,9.764333333333282
192.0,980.9250000000001,18022.0,89.40573333333333,61.375,0.8777268096187023,0.4790491363291452,0.010371724006861474,10.189666666666684
200.0,982.6650000000004,18030.0,89.38199999999999,61.395,0.8778901286866361,0.4787406247257241,0.010785925634123809,10.615000000000085
208.0,984.405,18038.0,89.35826666666667,61.415,0.8780531886626869,0.47843197538424664,0.011200125410713182,11.040333333333317
216.0,986.1450000000002,18046.0,89.33453333333333,61.435,0.8782159894426538,0.47812318850097996,0.011614323265560729,11.465666666666717
224.0,987.8849999999999,18054.0,89.3108,61.455,0.8783785309224864,0.4778142642722711,0.012028519127597033,11.890999999999948
232.0,989.5886666666668,18062.0,89.28703333333333,61.474666666666664,0.8785380286104845,0.47751031057274523,0.012443294657131685,12.319000000000019
240.0,991.1833333333337,18070.0,89.26316666666665,61.49333333333334,0.8786889212567262,0.47722154694058594,0.012859813230566168,12.755000000000088
248.0,992.778,18078.0,89.23929999999999,61.512,0.8788395665049741,0.4769326529169797,0.013276329572623346,13.190999999999983
256.0,994.3726666666669,18086.0,89.21543333333332,61.53066666666667,0.8789899642601763,0.47664362868262283,0.013692843611031846,13.627000000000052
264.0,995.9673333333332,18094.0,89.19156666666666,61.54933333333333,0.8791401144274144,0.4763544744182827,0.014109355273519584,14.062999999999949
272.0,997.562,18102.0,89.1677,61.568,0.8792900169119054,0.47606519030479727,0.014525864487815555,14.499000000000018
280.0,999.156666666667,18110.0,89.14383333333332,61.58666666666667,0.8794396716190003,0.4757757765230747,0.014942371181649398,14.935000000000088
288.0,1000.7513333333333,18118.0,89.11996666666666,61.605333333333334,0.8795890784541849,0.4754862332540941,0.015358875282749863,15.370999999999983
296.0,1002.2520000000002,18126.0,89.09609999999999,61.624,0.8797382373230797,0.4751965606789041,0.015775376718847697,15.812000000000053
304.0,1003.7213333333332,18134.0,89.07223333333333,61.64266666666666,0.8798871481314393,0.47490675897862406,0.01619187541767301,16.254666666666616
312.0,1005.1906666666667,18142.0,89.04836666666667,61.66133333333333,0.8800358107851545,0.47461682833444296,0.01660837130695726,16.69733333333335
320.0,1006.6600000000003,18150.0,89.02449999999999,61.68000000000001,0.8801842251902492,0.47432676892762005,0.017024864314431738,17.14000000000009
328.0,1008.1293333333332,18158.0,89.00063333333333,61.69866666666667,0.8803323912528832,0.4740365809394845,0.017441354367828232,17.58266666666665
