xflr5 v6.39

Plane name :, aquilai
Polar name :, T1-32.5 m/s-VLM1-proj_area
Freestream speed :, 32.5 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -5.000,     0.000,   0.174171,   0.001617,   0.008222,   0.009839,  -0.000000,  -0.000000,  -0.165300,   0.000000,   0.000000,   32.5000,    5.6743
   -4.750,     0.000,   0.198389,   0.001717,   0.007996,   0.009714,  -0.000000,  -0.000000,  -0.158472,   0.000000,   0.000000,   32.5000,    5.4582
   -4.500,     0.000,   0.222603,   0.001829,   0.007775,   0.009604,  -0.000000,  -0.000000,  -0.151623,   0.000000,   0.000000,   32.5000,    5.2890
   -4.250,     0.000,   0.246812,   0.001954,   0.007566,   0.009519,  -0.000000,  -0.000000,  -0.144752,   0.000000,   0.000000,   32.5000,    5.1531
   -4.000,     0.000,   0.271016,   0.002090,   0.007362,   0.009452,  -0.000000,  -0.000000,  -0.137861,   0.000000,   0.000000,   32.5000,    5.0415
   -3.750,     0.000,   0.295214,   0.002238,   0.007173,   0.009411,  -0.000000,  -0.000000,  -0.130950,   0.000000,   0.000000,   32.5000,    4.9481
   -3.500,     0.000,   0.319405,   0.002398,   0.007000,   0.009399,  -0.000000,  -0.000000,  -0.124019,   0.000000,   0.000000,   32.5000,    4.8690
   -3.250,     0.000,   0.343590,   0.002571,   0.006836,   0.009407,  -0.000000,  -0.000000,  -0.117068,   0.000000,   0.000000,   32.5000,    4.8010
   -3.000,     0.000,   0.367766,   0.002755,   0.006717,   0.009472,  -0.000000,  -0.000000,  -0.110096,   0.000000,   0.000000,   32.5000,    4.7419
   -2.750,     0.000,   0.391934,   0.002951,   0.006605,   0.009556,  -0.000000,  -0.000000,  -0.103106,   0.000000,   0.000000,   32.5000,    4.6902
   -2.500,     0.000,   0.416093,   0.003159,   0.006475,   0.009634,  -0.000000,  -0.000000,  -0.096101,   0.000000,   0.000000,   32.5000,    4.6444
   -2.250,     0.000,   0.440242,   0.003379,   0.006340,   0.009720,  -0.000000,  -0.000000,  -0.089081,   0.000000,   0.000000,   32.5000,    4.6038
   -2.000,     0.000,   0.464381,   0.003612,   0.006230,   0.009842,  -0.000000,  -0.000000,  -0.082044,   0.000000,   0.000000,   32.5000,    4.5673
   -1.750,     0.000,   0.488510,   0.003855,   0.006154,   0.010009,  -0.000000,  -0.000000,  -0.074989,   0.000000,   0.000000,   32.5000,    4.5345
   -1.500,     0.000,   0.512626,   0.004111,   0.006082,   0.010193,  -0.000000,  -0.000000,  -0.067919,   0.000000,   0.000000,   32.5000,    4.5048
   -1.250,     0.000,   0.536731,   0.004379,   0.006027,   0.010406,  -0.000000,  -0.000000,  -0.060834,   0.000000,   0.000000,   32.5000,    4.4778
   -1.000,     0.000,   0.560822,   0.004658,   0.005973,   0.010631,  -0.000000,  -0.000000,  -0.053736,   0.000000,   0.000000,   32.5000,    4.4531
   -0.750,     0.000,   0.584901,   0.004949,   0.005929,   0.010879,  -0.000000,  -0.000000,  -0.046625,   0.000000,   0.000000,   32.5000,    4.4305
   -0.500,     0.000,   0.608965,   0.005252,   0.005888,   0.011140,  -0.000000,  -0.000000,  -0.039502,   0.000000,   0.000000,   32.5000,    4.4097
   -0.250,     0.000,   0.633015,   0.005566,   0.005834,   0.011400,  -0.000000,  -0.000000,  -0.032368,   0.000000,   0.000000,   32.5000,    4.3905
    0.000,     0.000,   0.657050,   0.005892,   0.005768,   0.011661,  -0.000000,  -0.000000,  -0.025225,   0.000000,   0.000000,   32.5000,    4.3727
    0.250,     0.000,   0.681069,   0.006230,   0.005716,   0.011946,  -0.000000,  -0.000000,  -0.018070,   0.000000,   0.000000,   32.5000,    4.3562
    0.500,     0.000,   0.705071,   0.006579,   0.005699,   0.012278,  -0.000000,  -0.000000,  -0.010903,   0.000000,   0.000000,   32.5000,    4.3408
    0.750,     0.000,   0.729057,   0.006940,   0.005681,   0.012620,  -0.000000,  -0.000000,  -0.003728,   0.000000,   0.000000,   32.5000,    4.3265
    1.000,     0.000,   0.753024,   0.007312,   0.005649,   0.012960,  -0.000000,  -0.000000,   0.003456,   0.000000,   0.000000,   32.5000,    4.3131
    1.250,     0.000,   0.776974,   0.007695,   0.005614,   0.013309,  -0.000000,  -0.000000,   0.010647,   0.000000,   0.000000,   32.5000,    4.3005
    1.500,     0.000,   0.800905,   0.008089,   0.005566,   0.013656,  -0.000000,  -0.000000,   0.017845,   0.000000,   0.000000,   32.5000,    4.2887
    1.750,     0.000,   0.824816,   0.008495,   0.005514,   0.014009,  -0.000000,  -0.000000,   0.025049,   0.000000,   0.000000,   32.5000,    4.2777
    2.000,     0.000,   0.848707,   0.008912,   0.005467,   0.014378,  -0.000000,  -0.000000,   0.032260,   0.000000,   0.000000,   32.5000,    4.2672
