xflr5 v6.39

Plane name :, aquilai
Polar name :, T1-15.0 m/s-VLM1-proj_area
Freestream speed :, 15.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -2.000,     0.000,   0.089801,   0.000313,   0.025348,   0.025661,  -0.000000,  -0.000000,  -0.063755,   0.000000,   0.000000,   15.0000,    5.2885
   -1.500,     0.000,   0.138064,   0.000428,   0.025264,   0.025692,  -0.000000,  -0.000000,  -0.050576,   0.000000,   0.000000,   15.0000,    4.8045
   -1.000,     0.000,   0.186314,   0.000592,   0.025605,   0.026197,  -0.000000,  -0.000000,  -0.037265,   0.000000,   0.000000,   15.0000,    4.5713
   -0.500,     0.000,   0.234547,   0.000804,   0.025964,   0.026768,  -0.000000,  -0.000000,  -0.023973,   0.000000,   0.000000,   15.0000,    4.4341
    0.000,     0.000,   0.282756,   0.001064,   0.026089,   0.027153,  -0.000000,  -0.000000,  -0.010584,   0.000000,   0.000000,   15.0000,    4.3438
    0.500,     0.000,   0.330937,   0.001371,   0.025970,   0.027341,  -0.000000,  -0.000000,   0.002789,   0.000000,   0.000000,   15.0000,    4.2798
    1.000,     0.000,   0.379085,   0.001727,   0.025730,   0.027457,  -0.000000,  -0.000000,   0.016231,   0.000000,   0.000000,   15.0000,    4.2322
    1.500,     0.000,   0.427196,   0.002129,   0.025846,   0.027976,  -0.000000,  -0.000000,   0.029683,   0.000000,   0.000000,   15.0000,    4.1955
    2.000,     0.000,   0.475264,   0.002579,   0.027483,   0.030062,  -0.000000,  -0.000000,   0.043150,   0.000000,   0.000000,   15.0000,    4.1662
    2.500,     0.000,   0.523284,   0.003076,   0.028193,   0.031269,  -0.000000,  -0.000000,   0.056661,   0.000000,   0.000000,   15.0000,    4.1424
    3.000,     0.000,   0.571252,   0.003619,   0.028432,   0.032050,  -0.000000,  -0.000000,   0.070167,   0.000000,   0.000000,   15.0000,    4.1227
    3.500,     0.000,   0.619163,   0.004208,   0.028512,   0.032720,  -0.000000,  -0.000000,   0.083628,   0.000000,   0.000000,   15.0000,    4.1061
    4.000,     0.000,   0.667011,   0.004843,   0.029687,   0.034530,  -0.000000,  -0.000000,   0.097178,   0.000000,   0.000000,   15.0000,    4.0921
    4.500,     0.000,   0.714793,   0.005522,   0.036140,   0.041663,  -0.000000,  -0.000000,   0.110831,   0.000000,   0.000000,   15.0000,    4.0799
    5.000,     0.000,   0.762502,   0.006247,   0.037565,   0.043812,  -0.000000,  -0.000000,   0.124505,   0.000000,   0.000000,   15.0000,    4.0694
    5.500,     0.000,   0.810135,   0.007016,   0.036893,   0.043909,  -0.000000,  -0.000000,   0.138083,   0.000000,   0.000000,   15.0000,    4.0603
    6.000,     0.000,   0.857686,   0.007828,   0.037603,   0.045430,  -0.000000,  -0.000000,   0.151495,   0.000000,   0.000000,   15.0000,    4.0522
    6.500,     0.000,   0.905152,   0.008683,   0.037779,   0.046462,  -0.000000,  -0.000000,   0.165024,   0.000000,   0.000000,   15.0000,    4.0451
