xflr5 v6.39

Plane name :, aquilai
Polar name :, T1-60.0 m/s-VLM1-proj_area
Freestream speed :, 60.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -2.000,     0.000,   0.089801,   0.000313,   0.009285,   0.009598,  -0.000000,  -0.000000,  -0.062908,   0.000000,   0.000000,   60.0000,    5.2885
   -1.500,     0.000,   0.138064,   0.000428,   0.009158,   0.009586,  -0.000000,  -0.000000,  -0.049669,   0.000000,   0.000000,   60.0000,    4.8045
   -1.000,     0.000,   0.186314,   0.000592,   0.009136,   0.009728,  -0.000000,  -0.000000,  -0.036381,   0.000000,   0.000000,   60.0000,    4.5713
   -0.500,     0.000,   0.234547,   0.000804,   0.009175,   0.009979,  -0.000000,  -0.000000,  -0.023050,   0.000000,   0.000000,   60.0000,    4.4341
    0.000,     0.000,   0.282756,   0.001064,   0.009278,   0.010342,  -0.000000,  -0.000000,  -0.009679,   0.000000,   0.000000,   60.0000,    4.3438
    0.500,     0.000,   0.330937,   0.001371,   0.009456,   0.010827,  -0.000000,  -0.000000,   0.003726,   0.000000,   0.000000,   60.0000,    4.2798
    1.000,     0.000,   0.379085,   0.001727,   0.009556,   0.011283,  -0.000000,  -0.000000,   0.017156,   0.000000,   0.000000,   60.0000,    4.2322
    1.500,     0.000,   0.427196,   0.002129,   0.009578,   0.011707,  -0.000000,  -0.000000,   0.030607,   0.000000,   0.000000,   60.0000,    4.1955
    2.000,     0.000,   0.475264,   0.002579,   0.009489,   0.012068,  -0.000000,  -0.000000,   0.044074,   0.000000,   0.000000,   60.0000,    4.1662
    2.500,     0.000,   0.523284,   0.003076,   0.009466,   0.012541,  -0.000000,  -0.000000,   0.057557,   0.000000,   0.000000,   60.0000,    4.1424
    3.000,     0.000,   0.571252,   0.003619,   0.009496,   0.013114,  -0.000000,  -0.000000,   0.071053,   0.000000,   0.000000,   60.0000,    4.1227
    3.500,     0.000,   0.619163,   0.004208,   0.009592,   0.013800,  -0.000000,  -0.000000,   0.084558,   0.000000,   0.000000,   60.0000,    4.1061
    4.000,     0.000,   0.667011,   0.004843,   0.009799,   0.014642,  -0.000000,  -0.000000,   0.098068,   0.000000,   0.000000,   60.0000,    4.0921
    4.500,     0.000,   0.714793,   0.005522,   0.010055,   0.015577,  -0.000000,  -0.000000,   0.111579,   0.000000,   0.000000,   60.0000,    4.0799
    5.000,     0.000,   0.762502,   0.006247,   0.010126,   0.016373,  -0.000000,  -0.000000,   0.125082,   0.000000,   0.000000,   60.0000,    4.0694
    5.500,     0.000,   0.810135,   0.007016,   0.010130,   0.017146,  -0.000000,  -0.000000,   0.138574,   0.000000,   0.000000,   60.0000,    4.0603
    6.000,     0.000,   0.857686,   0.007828,   0.010165,   0.017993,  -0.000000,  -0.000000,   0.152050,   0.000000,   0.000000,   60.0000,    4.0522
    6.500,     0.000,   0.905152,   0.008683,   0.010314,   0.018997,  -0.000000,  -0.000000,   0.165505,   0.000000,   0.000000,   60.0000,    4.0451
    7.000,     0.000,   0.952526,   0.009581,   0.010549,   0.020129,  -0.000000,  -0.000000,   0.178944,   0.000000,   0.000000,   60.0000,    4.0388
    7.500,     0.000,   0.999804,   0.010520,   0.010702,   0.021222,  -0.000000,  -0.000000,   0.192358,   0.000000,   0.000000,   60.0000,    4.0331
    8.000,     0.000,   1.046983,   0.011501,   0.011044,   0.022544,  -0.000000,  -0.000000,   0.205731,   0.000000,   0.000000,   60.0000,    4.0281
    8.500,     0.000,   1.094056,   0.012521,   0.011405,   0.023926,  -0.000000,  -0.000000,   0.219082,   0.000000,   0.000000,   60.0000,    4.0236
    9.000,     0.000,   1.141019,   0.013581,   0.037758,   0.051339,  -0.000000,  -0.000000,   0.231573,   0.000000,   0.000000,   60.0000,    4.0196
    9.500,     0.000,   1.187868,   0.014680,   0.003670,   0.018350,  -0.000000,  -0.000000,   0.245927,   0.000000,   0.000000,   60.0000,    4.0160
   10.000,     0.000,   1.234598,   0.015817,   0.001760,   0.017577,  -0.000000,  -0.000000,   0.258829,   0.000000,   0.000000,   60.0000,    4.0127
   10.500,     0.000,   1.281205,   0.016991,   0.002531,   0.019522,  -0.000000,  -0.000000,   0.271709,   0.000000,   0.000000,   60.0000,    4.0098
   11.000,     0.000,   1.327683,   0.018201,   0.003276,   0.021477,  -0.000000,  -0.000000,   0.285977,   0.000000,   0.000000,   60.0000,    4.0071
   11.500,     0.000,   1.374029,   0.019447,   0.002456,   0.021903,  -0.000000,  -0.000000,   0.297450,   0.000000,   0.000000,   60.0000,    4.0048
   12.000,     0.000,   1.420238,   0.020727,   0.000973,   0.021699,  -0.000000,  -0.000000,   0.311156,   0.000000,   0.000000,   60.0000,    4.0027
   12.500,     0.000,   1.466305,   0.022040,   0.000988,   0.023028,  -0.000000,  -0.000000,   0.324098,   0.000000,   0.000000,   60.0000,    4.0008
   13.000,     0.000,   1.512227,   0.023386,   0.002316,   0.025702,  -0.000000,  -0.000000,   0.336260,   0.000000,   0.000000,   60.0000,    3.9991
   13.500,     0.000,   1.557998,   0.024763,   0.000750,   0.025513,  -0.000000,  -0.000000,   0.349917,   0.000000,   0.000000,   60.0000,    3.9976
   14.000,     0.000,   1.603614,   0.026170,   0.000752,   0.026923,  -0.000000,  -0.000000,   0.362651,   0.000000,   0.000000,   60.0000,    3.9963
   14.500,     0.000,   1.649072,   0.027607,   0.000757,   0.028364,  -0.000000,  -0.000000,   0.375304,   0.000000,   0.000000,   60.0000,    3.9951
   15.000,     0.000,   1.694366,   0.029072,   0.000759,   0.029832,  -0.000000,  -0.000000,   0.387870,   0.000000,   0.000000,   60.0000,    3.9941
   15.500,     0.000,   1.739493,   0.030565,   0.000760,   0.031325,  -0.000000,  -0.000000,   0.400347,   0.000000,   0.000000,   60.0000,    3.9932


