xflr5 v6.39

Plane name :, aquilai
Polar name :, T1-35.0 m/s-VLM1-proj_area
Freestream speed :, 35.0 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -2.000,     0.000,   0.089801,   0.000313,   0.012245,   0.012557,  -0.000000,  -0.000000,  -0.062962,   0.000000,   0.000000,   35.0000,    5.2885
   -1.500,     0.000,   0.138064,   0.000428,   0.012391,   0.012820,  -0.000000,  -0.000000,  -0.049709,   0.000000,   0.000000,   35.0000,    4.8045
   -1.000,     0.000,   0.186314,   0.000592,   0.012632,   0.013224,  -0.000000,  -0.000000,  -0.036407,   0.000000,   0.000000,   35.0000,    4.5713
   -0.500,     0.000,   0.234547,   0.000804,   0.012456,   0.013259,  -0.000000,  -0.000000,  -0.023087,   0.000000,   0.000000,   35.0000,    4.4341
    0.000,     0.000,   0.282756,   0.001064,   0.012311,   0.013375,  -0.000000,  -0.000000,  -0.009729,   0.000000,   0.000000,   35.0000,    4.3438
    0.500,     0.000,   0.330937,   0.001371,   0.012311,   0.013683,  -0.000000,  -0.000000,   0.003669,   0.000000,   0.000000,   35.0000,    4.2798
    1.000,     0.000,   0.379085,   0.001727,   0.012366,   0.014093,  -0.000000,  -0.000000,   0.017097,   0.000000,   0.000000,   35.0000,    4.2322
    1.500,     0.000,   0.427196,   0.002129,   0.012427,   0.014557,  -0.000000,  -0.000000,   0.030549,   0.000000,   0.000000,   35.0000,    4.1955
    2.000,     0.000,   0.475264,   0.002579,   0.012516,   0.015096,  -0.000000,  -0.000000,   0.044021,   0.000000,   0.000000,   35.0000,    4.1662
    2.500,     0.000,   0.523284,   0.003076,   0.012876,   0.015952,  -0.000000,  -0.000000,   0.057516,   0.000000,   0.000000,   35.0000,    4.1424
    3.000,     0.000,   0.571252,   0.003619,   0.012976,   0.016594,  -0.000000,  -0.000000,   0.071020,   0.000000,   0.000000,   35.0000,    4.1227
    3.500,     0.000,   0.619163,   0.004208,   0.012854,   0.017061,  -0.000000,  -0.000000,   0.084519,   0.000000,   0.000000,   35.0000,    4.1061
    4.000,     0.000,   0.667011,   0.004843,   0.012883,   0.017726,  -0.000000,  -0.000000,   0.098023,   0.000000,   0.000000,   35.0000,    4.0921
    4.500,     0.000,   0.714793,   0.005522,   0.012991,   0.018513,  -0.000000,  -0.000000,   0.111530,   0.000000,   0.000000,   35.0000,    4.0799
    5.000,     0.000,   0.762502,   0.006247,   0.013108,   0.019355,  -0.000000,  -0.000000,   0.125037,   0.000000,   0.000000,   35.0000,    4.0694
    5.500,     0.000,   0.810135,   0.007016,   0.013278,   0.020293,  -0.000000,  -0.000000,   0.138532,   0.000000,   0.000000,   35.0000,    4.0603
    6.000,     0.000,   0.857686,   0.007828,   0.013717,   0.021545,  -0.000000,  -0.000000,   0.152011,   0.000000,   0.000000,   35.0000,    4.0522
    6.500,     0.000,   0.905152,   0.008683,   0.013874,   0.022557,  -0.000000,  -0.000000,   0.165484,   0.000000,   0.000000,   35.0000,    4.0451
